date,dailyCases,dailyDeaths,dailyHosp,Population,peak
2020-02-03,1,0,0,8799800,NA
2020-02-04,0.5,0,0,8799800,NA
2020-02-05,0.333333333333333,0,0,8799800,NA
2020-02-06,0.25,0,0,8799800,NA
2020-02-07,0.2,0,0,8799800,NA
2020-02-08,0.166666666666667,0,0,8799800,NA
2020-02-09,0.142857142857143,0,0,8799800,NA
2020-02-10,0.142857142857143,0,0,8799800,NA
2020-02-11,0.714285714285714,0,0,8799800,NA
2020-02-12,0.714285714285714,0,0,8799800,NA
2020-02-13,0.857142857142857,0,0,8799800,NA
2020-02-14,0.857142857142857,0,0,8799800,NA
2020-02-15,0.857142857142857,0,0,8799800,NA
2020-02-16,0.857142857142857,0,0,8799800,NA
2020-02-17,0.857142857142857,0,0,8799800,NA
2020-02-18,0.285714285714286,0,0,8799800,NA
2020-02-19,0.285714285714286,0,0,8799800,NA
2020-02-20,0.142857142857143,0,0,8799800,NA
2020-02-21,0.285714285714286,0,0,8799800,NA
2020-02-22,0.285714285714286,0,0,8799800,NA
2020-02-23,0.714285714285714,0,0,8799800,NA
2020-02-24,0.714285714285714,0,0,8799800,NA
2020-02-25,0.857142857142857,0,0,8799800,NA
2020-02-26,0.857142857142857,0,0,8799800,NA
2020-02-27,1,0,0,8799800,NA
2020-02-28,0.857142857142857,0,0,8799800,NA
2020-02-29,1,0,0,8799800,NA
2020-03-01,1,0,0,8799800,1
2020-03-02,2.57142857142857,0,0,8799800,1
2020-03-03,3.28571428571429,0,0,8799800,1
2020-03-04,5.42857142857143,0.142857142857143,0,8799800,1
2020-03-05,7.14285714285714,0.142857142857143,0,8799800,1
2020-03-06,10.4285714285714,0.285714285714286,0,8799800,1
2020-03-07,12.2857142857143,0.285714285714286,0,8799800,1
2020-03-08,15,0.285714285714286,0,8799800,1
2020-03-09,21,0.571428571428571,0,8799800,1
2020-03-10,33.7142857142857,0.714285714285714,0,8799800,1
2020-03-11,57.7142857142857,0.857142857142857,0,8799800,1
2020-03-12,79.7142857142857,1.71428571428571,0,8799800,1
2020-03-13,96.1428571428571,2.42857142857143,0,8799800,1
2020-03-14,115.428571428571,3.85714285714286,0,8799800,1
2020-03-15,135.857142857143,5,0,8799800,1
2020-03-16,162,6.85714285714286,0,8799800,1
2020-03-17,192.714285714286,10.4285714285714,0,8799800,1
2020-03-18,217.571428571429,14.1428571428571,0,8799800,1
2020-03-19,241.142857142857,17.7142857142857,34.2857142857143,8799800,1
2020-03-20,282,24,73.1428571428571,8799800,1
2020-03-21,310.428571428571,30.5714285714286,117.571428571429,8799800,1
2020-03-22,349.571428571429,38.4285714285714,165.428571428571,8799800,1
2020-03-23,413.571428571429,46.1428571428571,237.571428571429,8799800,1
2020-03-24,460.142857142857,56.4285714285714,328.571428571429,8799800,1
2020-03-25,516.571428571429,71.7142857142857,425,8799800,1
2020-03-26,574.857142857143,88.1428571428571,464.857142857143,8799800,1
2020-03-27,631.142857142857,103.142857142857,517.285714285714,8799800,1
2020-03-28,663.857142857143,116.285714285714,551.571428571429,8799800,1
2020-03-29,686.285714285714,132.285714285714,599.714285714286,8799800,1
2020-03-30,709.571428571429,150.428571428571,653.714285714286,8799800,1
2020-03-31,752.285714285714,170.571428571429,654.857142857143,8799800,1
2020-04-01,784.428571428571,185.142857142857,668,8799800,1
2020-04-02,830.571428571429,200.714285714286,713.142857142857,8799800,1
2020-04-03,854.428571428571,216.714285714286,714.285714285714,8799800,1
2020-04-04,881.285714285714,236.571428571429,740.285714285714,8799800,1
2020-04-05,887,250.571428571429,748.857142857143,8799800,1
2020-04-06,888.428571428571,261.571428571429,728.857142857143,8799800,1
2020-04-07,890,269.571428571429,739.857142857143,8799800,1
2020-04-08,874.285714285714,282.428571428571,736.571428571429,8799800,1
2020-04-09,835.428571428571,285.285714285714,696.428571428571,8799800,1
2020-04-10,783.571428571429,281.571428571429,679.857142857143,8799800,1
2020-04-11,748.285714285714,276.142857142857,645.142857142857,8799800,1
2020-04-12,729.142857142857,271,595.428571428571,8799800,1
2020-04-13,692.428571428571,264.571428571429,548.714285714286,8799800,1
2020-04-14,643,252.714285714286,509.428571428571,8799800,1
2020-04-15,613,235,462,8799800,1
2020-04-16,582,224.571428571429,438.285714285714,8799800,1
2020-04-17,575.571428571429,214.428571428571,413.571428571429,8799800,1
2020-04-18,558.857142857143,202.714285714286,384,8799800,1
2020-04-19,544,191.142857142857,370.571428571429,8799800,1
2020-04-20,518.857142857143,179.285714285714,355.142857142857,8799800,1
2020-04-21,499.285714285714,169.285714285714,332.428571428571,8799800,1
2020-04-22,462.428571428571,159.571428571429,305.714285714286,8799800,1
2020-04-23,454.714285714286,147.857142857143,288.285714285714,8799800,1
2020-04-24,425.857142857143,140.857142857143,261.571428571429,8799800,1
2020-04-25,416,128.285714285714,240.714285714286,8799800,1
2020-04-26,403.428571428571,118,226,8799800,1
2020-04-27,402.428571428571,107.857142857143,219.285714285714,8799800,1
2020-04-28,380.714285714286,99,213.571428571429,8799800,1
2020-04-29,385.428571428571,90.5714285714286,211.714285714286,8799800,1
2020-04-30,372,84.5714285714286,199.857142857143,8799800,1
2020-05-01,369.142857142857,75.8571428571429,204.142857142857,8799800,1
2020-05-02,357.142857142857,75.7142857142857,206,8799800,1
2020-05-03,337.142857142857,72,201.714285714286,8799800,1
2020-05-04,312.428571428571,69,188.571428571429,8799800,1
2020-05-05,298.857142857143,65,178.571428571429,8799800,1
2020-05-06,275.285714285714,62.4285714285714,179.142857142857,8799800,1
2020-05-07,253.428571428571,58.8571428571429,181.857142857143,8799800,1
2020-05-08,232.428571428571,57,167.285714285714,8799800,1
2020-05-09,215.285714285714,50.1428571428571,158,8799800,1
2020-05-10,208.571428571429,47.7142857142857,147.857142857143,8799800,1
2020-05-11,196.428571428571,46.5714285714286,136.714285714286,8799800,1
2020-05-12,192.857142857143,43.4285714285714,122.714285714286,8799800,1
2020-05-13,183.714285714286,38.7142857142857,104.857142857143,8799800,1
2020-05-14,167.428571428571,35.8571428571429,89,8799800,1
2020-05-15,156.571428571429,32.8571428571429,85.8571428571429,8799800,1
2020-05-16,148.857142857143,31.8571428571429,82.1428571428571,8799800,1
2020-05-17,142.571428571429,29.1428571428571,77.1428571428571,8799800,1
2020-05-18,135.857142857143,26.1428571428571,74.7142857142857,8799800,1
2020-05-19,126.857142857143,25.7142857142857,76,8799800,1
2020-05-20,118,25.2857142857143,73.1428571428571,8799800,1
2020-05-21,117.714285714286,23.7142857142857,71,8799800,1
2020-05-22,111.142857142857,22.4285714285714,71,8799800,1
2020-05-23,109.714285714286,21,68.7142857142857,8799800,1
2020-05-24,105.714285714286,20,67.2857142857143,8799800,1
2020-05-25,97.8571428571429,18.5714285714286,63.7142857142857,8799800,1
2020-05-26,88.7142857142857,18,60.5714285714286,8799800,1
2020-05-27,80.4285714285714,16.8571428571429,60.2857142857143,8799800,1
2020-05-28,68.5714285714286,15.1428571428571,57.5714285714286,8799800,1
2020-05-29,64.4285714285714,14.2857142857143,53.8571428571429,8799800,1
2020-05-30,60.7142857142857,14.8571428571429,52,8799800,1
2020-05-31,58.7142857142857,14.4285714285714,52.1428571428571,8799800,1
2020-06-01,57.5714285714286,14.2857142857143,52,8799800,NA
2020-06-02,55.5714285714286,13.1428571428571,49.7142857142857,8799800,NA
2020-06-03,54.8571428571429,12,49.5714285714286,8799800,NA
2020-06-04,52.4285714285714,12.1428571428571,49.7142857142857,8799800,NA
2020-06-05,50.8571428571429,11.5714285714286,49.5714285714286,8799800,NA
2020-06-06,52,9.57142857142857,51.8571428571429,8799800,NA
2020-06-07,53.1428571428571,8.85714285714286,53.8571428571429,8799800,NA
2020-06-08,53.8571428571429,8.28571428571429,56.8571428571429,8799800,NA
2020-06-09,56.8571428571429,7.28571428571429,54.5714285714286,8799800,NA
2020-06-10,53.1428571428571,7.42857142857143,50.7142857142857,8799800,NA
2020-06-11,51.5714285714286,6.71428571428571,47,8799800,NA
2020-06-12,52.5714285714286,7.14285714285714,44.1428571428571,8799800,NA
2020-06-13,51.5714285714286,7.57142857142857,40.4285714285714,8799800,NA
2020-06-14,49.4285714285714,7.85714285714286,35.5714285714286,8799800,NA
2020-06-15,47.2857142857143,7.14285714285714,32.7142857142857,8799800,NA
2020-06-16,43.8571428571429,6.57142857142857,35.7142857142857,8799800,NA
2020-06-17,42.4285714285714,6,37.8571428571429,8799800,NA
2020-06-18,42.5714285714286,5.14285714285714,40.4285714285714,8799800,NA
2020-06-19,40.4285714285714,5.28571428571429,42.8571428571429,8799800,NA
2020-06-20,39,5,42.7142857142857,8799800,NA
2020-06-21,38.4285714285714,3.85714285714286,43.1428571428571,8799800,NA
2020-06-22,40.2857142857143,4,44.7142857142857,8799800,NA
2020-06-23,40.7142857142857,4.14285714285714,46.5714285714286,8799800,NA
2020-06-24,41.2857142857143,4.85714285714286,45.8571428571429,8799800,NA
2020-06-25,42.8571428571429,5.57142857142857,45.4285714285714,8799800,NA
2020-06-26,44.2857142857143,4.85714285714286,44.2857142857143,8799800,NA
2020-06-27,44.7142857142857,4.28571428571429,45.7142857142857,8799800,NA
2020-06-28,44.1428571428571,4.71428571428571,44.7142857142857,8799800,NA
2020-06-29,45,4.57142857142857,39,8799800,NA
2020-06-30,45.2857142857143,4.42857142857143,33.1428571428571,8799800,NA
2020-07-01,44.8571428571429,4,33.4285714285714,8799800,NA
2020-07-02,42.7142857142857,3.71428571428571,30.5714285714286,8799800,NA
2020-07-03,41.2857142857143,3.14285714285714,27.8571428571429,8799800,NA
2020-07-04,41.2857142857143,3.42857142857143,26,8799800,NA
2020-07-05,45.5714285714286,3.42857142857143,26.7142857142857,8799800,NA
2020-07-06,45,3.42857142857143,28.1428571428571,8799800,NA
2020-07-07,46.1428571428571,3,27.8571428571429,8799800,NA
2020-07-08,48.4285714285714,2.71428571428571,24.5714285714286,8799800,NA
2020-07-09,50,2.71428571428571,24.5714285714286,8799800,NA
2020-07-10,50.1428571428571,2.71428571428571,25.4285714285714,8799800,NA
2020-07-11,48.4285714285714,3,25.5714285714286,8799800,NA
2020-07-12,46.4285714285714,2.57142857142857,24.5714285714286,8799800,NA
2020-07-13,50.7142857142857,2.42857142857143,22.8571428571429,8799800,NA
2020-07-14,51.1428571428571,2.71428571428571,21.8571428571429,8799800,NA
2020-07-15,53.5714285714286,2.42857142857143,20.7142857142857,8799800,NA
2020-07-16,55.8571428571429,2.14285714285714,20.2857142857143,8799800,NA
2020-07-17,57.1428571428571,2.42857142857143,19.1428571428571,8799800,NA
2020-07-18,61.1428571428571,2,17.4285714285714,8799800,NA
2020-07-19,61.7142857142857,2,16.1428571428571,8799800,NA
2020-07-20,64.1428571428571,1.71428571428571,15.5714285714286,8799800,NA
2020-07-21,66.7142857142857,1.71428571428571,14.4285714285714,8799800,NA
2020-07-22,68,2.14285714285714,12.8571428571429,8799800,NA
2020-07-23,68,2.71428571428571,11.4285714285714,8799800,NA
2020-07-24,73.1428571428571,2.57142857142857,11,8799800,NA
2020-07-25,74.4285714285714,2.57142857142857,11,8799800,NA
2020-07-26,77.5714285714286,2.71428571428571,11.2857142857143,8799800,NA
2020-07-27,77.4285714285714,2.71428571428571,10.7142857142857,8799800,NA
2020-07-28,80.1428571428571,2.57142857142857,10.1428571428571,8799800,NA
2020-07-29,82.7142857142857,2.14285714285714,10.1428571428571,8799800,NA
2020-07-30,87.5714285714286,1.42857142857143,8.85714285714286,8799800,NA
2020-07-31,86.5714285714286,1.28571428571429,7,8799800,NA
2020-08-01,86.8571428571429,1.42857142857143,7,8799800,NA
2020-08-02,88.5714285714286,1.57142857142857,7.14285714285714,8799800,NA
2020-08-03,86.8571428571429,1.42857142857143,6,8799800,NA
2020-08-04,87.7142857142857,1.28571428571429,5.71428571428571,8799800,NA
2020-08-05,90,1.14285714285714,5.85714285714286,8799800,NA
2020-08-06,90.5714285714286,1.57142857142857,6.14285714285714,8799800,NA
2020-08-07,97.5714285714286,1.28571428571429,6.85714285714286,8799800,NA
2020-08-08,97.1428571428571,1.42857142857143,6.42857142857143,8799800,NA
2020-08-09,96.1428571428571,1.14285714285714,6.42857142857143,8799800,NA
2020-08-10,104.428571428571,1.42857142857143,7.42857142857143,8799800,NA
2020-08-11,110.714285714286,1.57142857142857,9.28571428571429,8799800,NA
2020-08-12,117.285714285714,1.71428571428571,8.28571428571429,8799800,NA
2020-08-13,119.857142857143,1.71428571428571,8.57142857142857,8799800,NA
2020-08-14,120.571428571429,2,8.71428571428571,8799800,NA
2020-08-15,127.714285714286,1.57142857142857,9,8799800,NA
2020-08-16,130.428571428571,1.42857142857143,8.57142857142857,8799800,NA
2020-08-17,136.571428571429,1.28571428571429,7.57142857142857,8799800,NA
2020-08-18,141.428571428571,1.14285714285714,5.85714285714286,8799800,NA
2020-08-19,139.857142857143,1,6.14285714285714,8799800,NA
2020-08-20,151.571428571429,0.857142857142857,5.71428571428571,8799800,NA
2020-08-21,157.142857142857,0.571428571428571,5.28571428571429,8799800,NA
2020-08-22,159.142857142857,0.714285714285714,5.14285714285714,8799800,NA
2020-08-23,166.714285714286,0.714285714285714,5.28571428571429,8799800,NA
2020-08-24,167.857142857143,0.571428571428571,5.85714285714286,8799800,NA
2020-08-25,165.857142857143,0.571428571428571,6.28571428571429,8799800,NA
2020-08-26,167.428571428571,0.714285714285714,6,8799800,NA
2020-08-27,170.857142857143,0.428571428571429,5.85714285714286,8799800,NA
2020-08-28,178.428571428571,0.428571428571429,6.71428571428571,8799800,NA
2020-08-29,181.142857142857,0.428571428571429,7.14285714285714,8799800,NA
2020-08-30,179.857142857143,0.428571428571429,6.85714285714286,8799800,NA
2020-08-31,182.571428571429,0.571428571428571,6.85714285714286,8799800,NA
2020-09-01,203.428571428571,0.571428571428571,6.42857142857143,8799800,NA
2020-09-02,228.857142857143,0.428571428571429,7.28571428571429,8799800,NA
2020-09-03,245.428571428571,0.571428571428571,8.71428571428571,8799800,NA
2020-09-04,264.857142857143,0.571428571428571,8.71428571428571,8799800,NA
2020-09-05,283.714285714286,0.428571428571429,11.1428571428571,8799800,NA
2020-09-06,294.714285714286,0.714285714285714,12,8799800,NA
2020-09-07,330,0.571428571428571,11.8571428571429,8799800,NA
2020-09-08,335,0.571428571428571,12.5714285714286,8799800,NA
2020-09-09,335.571428571429,0.714285714285714,13.4285714285714,8799800,NA
2020-09-10,342.571428571429,1,14,8799800,NA
2020-09-11,339.142857142857,1.42857142857143,14.2857142857143,8799800,NA
2020-09-12,333.571428571429,1.42857142857143,13.7142857142857,8799800,NA
2020-09-13,319.714285714286,1.14285714285714,15.2857142857143,8799800,NA
2020-09-14,296.857142857143,1.14285714285714,19,8799800,NA
2020-09-15,285.571428571429,1.57142857142857,21.1428571428571,8799800,2
2020-09-16,278,1.57142857142857,22.2857142857143,8799800,2
2020-09-17,268.142857142857,1.85714285714286,23.5714285714286,8799800,2
2020-09-18,275.428571428571,1.71428571428571,27.5714285714286,8799800,2
2020-09-19,291.142857142857,2.57142857142857,29.4285714285714,8799800,2
2020-09-20,334.428571428571,3.14285714285714,31.5714285714286,8799800,2
2020-09-21,353,3.57142857142857,33.4285714285714,8799800,2
2020-09-22,389.142857142857,3.71428571428571,34.7142857142857,8799800,2
2020-09-23,441.142857142857,4.71428571428571,36.2857142857143,8799800,2
2020-09-24,480.285714285714,4.28571428571429,39,8799800,2
2020-09-25,511.857142857143,4.14285714285714,38.2857142857143,8799800,2
2020-09-26,541.857142857143,3.57142857142857,37.7142857142857,8799800,2
2020-09-27,559,3.28571428571429,35.5714285714286,8799800,2
2020-09-28,603.285714285714,3.71428571428571,33.2857142857143,8799800,2
2020-09-29,629,4.14285714285714,33.4285714285714,8799800,2
2020-09-30,678.714285714286,4,32.7142857142857,8799800,2
2020-10-01,746.428571428571,4.42857142857143,33.1428571428571,8799800,2
2020-10-02,808.285714285714,4.57142857142857,33.2857142857143,8799800,2
2020-10-03,843.714285714286,4.85714285714286,34.7142857142857,8799800,2
2020-10-04,886.428571428571,4.85714285714286,35.2857142857143,8799800,2
2020-10-05,965.571428571429,5.28571428571429,38,8799800,2
2020-10-06,1031.71428571429,4.85714285714286,39,8799800,2
2020-10-07,1091.57142857143,4.85714285714286,41.1428571428571,8799800,2
2020-10-08,1149.42857142857,5,39.5714285714286,8799800,2
2020-10-09,1195.42857142857,6,42.1428571428571,8799800,2
2020-10-10,1207,6,44,8799800,2
2020-10-11,1194.28571428571,6.28571428571429,47.2857142857143,8799800,2
2020-10-12,1236,5.57142857142857,50.4285714285714,8799800,2
2020-10-13,1274.85714285714,5.42857142857143,54.7142857142857,8799800,2
2020-10-14,1305.28571428571,5.42857142857143,59,8799800,2
2020-10-15,1342.28571428571,6.42857142857143,64.5714285714286,8799800,2
2020-10-16,1388.42857142857,6.14285714285714,66.2857142857143,8799800,2
2020-10-17,1422.14285714286,6.14285714285714,71.4285714285714,8799800,2
2020-10-18,1502.57142857143,6.42857142857143,77.8571428571429,8799800,2
2020-10-19,1612.42857142857,7.14285714285714,80.8571428571429,8799800,2
2020-10-20,1740.42857142857,7.57142857142857,83.1428571428571,8799800,2
2020-10-21,1845.85714285714,8.42857142857143,88.5714285714286,8799800,2
2020-10-22,1911.57142857143,8.14285714285714,92.8571428571429,8799800,2
2020-10-23,1962.71428571429,7.85714285714286,101.142857142857,8799800,2
2020-10-24,2011.42857142857,9.85714285714286,104.142857142857,8799800,2
2020-10-25,2010.71428571429,10.4285714285714,107.428571428571,8799800,2
2020-10-26,2039.57142857143,10.7142857142857,116.714285714286,8799800,2
2020-10-27,2007.42857142857,11.7142857142857,119.571428571429,8799800,2
2020-10-28,1953.14285714286,12.5714285714286,119.285714285714,8799800,2
2020-10-29,1928.85714285714,13.1428571428571,123.857142857143,8799800,2
2020-10-30,1907.71428571429,14.2857142857143,124,8799800,2
2020-10-31,1899.85714285714,12.7142857142857,127.428571428571,8799800,2
2020-11-01,1888.85714285714,13.8571428571429,129.714285714286,8799800,2
2020-11-02,1946.57142857143,15.1428571428571,127,8799800,2
2020-11-03,1953.85714285714,15.2857142857143,126.142857142857,8799800,2
2020-11-04,1966.42857142857,14.7142857142857,127.714285714286,8799800,2
2020-11-05,1978.57142857143,15.2857142857143,124.571428571429,8799800,2
2020-11-06,2014.28571428571,15.2857142857143,121,8799800,2
2020-11-07,2052,17.7142857142857,117.714285714286,8799800,2
2020-11-08,2132.85714285714,18.1428571428571,120,8799800,2
2020-11-09,2156.14285714286,18.7142857142857,120,8799800,2
2020-11-10,2243.85714285714,18.7142857142857,126.285714285714,8799800,2
2020-11-11,2369.14285714286,18.2857142857143,127.857142857143,8799800,2
2020-11-12,2479.85714285714,18.7142857142857,132.714285714286,8799800,2
2020-11-13,2565.42857142857,18.8571428571429,137.714285714286,8799800,2
2020-11-14,2607.28571428571,18.1428571428571,142,8799800,2
2020-11-15,2612.71428571429,17.7142857142857,144.857142857143,8799800,2
2020-11-16,2611.14285714286,19,147.428571428571,8799800,2
2020-11-17,2585.57142857143,21.5714285714286,148.142857142857,8799800,2
2020-11-18,2518,23,154.571428571429,8799800,2
2020-11-19,2421.14285714286,23.7142857142857,157.571428571429,8799800,2
2020-11-20,2336.57142857143,25.7142857142857,154.714285714286,8799800,2
2020-11-21,2272.85714285714,26.1428571428571,158.428571428571,8799800,2
2020-11-22,2226.85714285714,28.5714285714286,154.857142857143,8799800,2
2020-11-23,2128.71428571429,26.8571428571429,153.857142857143,8799800,2
2020-11-24,2069,26.7142857142857,150.857142857143,8799800,2
2020-11-25,2037.14285714286,28.8571428571429,153.857142857143,8799800,2
2020-11-26,2020,29,151.285714285714,8799800,2
2020-11-27,2031.71428571429,28.8571428571429,152.428571428571,8799800,2
2020-11-28,2051.71428571429,29.8571428571429,144.142857142857,8799800,2
2020-11-29,2074.85714285714,32.2857142857143,145.428571428571,8799800,2
2020-11-30,2116.28571428571,33.1428571428571,145.285714285714,8799800,2
2020-12-01,2160.57142857143,31.5714285714286,149.428571428571,8799800,2
2020-12-02,2242.57142857143,30.4285714285714,144,8799800,2
2020-12-03,2299,31.1428571428571,144.142857142857,8799800,2
2020-12-04,2403.28571428571,31.8571428571429,150.714285714286,8799800,2
2020-12-05,2492.28571428571,32,155.571428571429,8799800,2
2020-12-06,2603,28.7142857142857,159.142857142857,8799800,2
2020-12-07,2750,30.1428571428571,168.285714285714,8799800,2
2020-12-08,2931.42857142857,32.7142857142857,174.428571428571,8799800,2
2020-12-09,3163.28571428571,33,186.714285714286,8799800,2
2020-12-10,3533.71428571429,32.8571428571429,198,8799800,2
2020-12-11,3901.42857142857,32.4285714285714,213.285714285714,8799800,2
2020-12-12,4254.57142857143,34.7142857142857,228.285714285714,8799800,2
2020-12-13,4701.14285714286,35.1428571428571,243.714285714286,8799800,2
2020-12-14,5371,35.4285714285714,255.428571428571,8799800,2
2020-12-15,6116,36.4285714285714,273.857142857143,8799800,2
2020-12-16,6930.71428571429,37,274.428571428571,8799800,2
2020-12-17,7678.85714285714,41,293.142857142857,8799800,2
2020-12-18,8459.42857142857,44.4285714285714,304.571428571429,8799800,2
2020-12-19,8822.28571428571,44.7142857142857,327.142857142857,8799800,2
2020-12-20,9323.28571428571,47.4285714285714,345.142857142857,8799800,2
2020-12-21,10045.7142857143,50.2857142857143,375.571428571429,8799800,2
2020-12-22,10702.1428571429,56.4285714285714,400.714285714286,8799800,2
2020-12-23,11040.2857142857,62.2857142857143,437.714285714286,8799800,2
2020-12-24,10937,63.4285714285714,455.714285714286,8799800,2
2020-12-25,9995.71428571429,69.1428571428571,487.285714285714,8799800,2
2020-12-26,10680.8571428571,76.1428571428571,516.285714285714,8799800,2
2020-12-27,11293.1428571429,84,547.142857142857,8799800,2
2020-12-28,10919.5714285714,91.5714285714286,580.571428571429,8799800,2
2020-12-29,11876.1428571429,94.7142857142857,605,8799800,2
2020-12-30,12608.4285714286,103.285714285714,629.285714285714,8799800,2
2020-12-31,13047.4285714286,114,660.142857142857,8799800,2
2021-01-01,13401.1428571429,121.285714285714,691.285714285714,8799800,2
2021-01-02,13666.2857142857,131,722.857142857143,8799800,2
2021-01-03,13671,136.571428571429,756.571428571429,8799800,2
2021-01-04,14638.4285714286,146,769.571428571429,8799800,2
2021-01-05,13871.2857142857,157.285714285714,803,8799800,2
2021-01-06,13332.2857142857,162.857142857143,845.285714285714,8799800,2
2021-01-07,13287.5714285714,170,861.285714285714,8799800,2
2021-01-08,13842,176.428571428571,863.714285714286,8799800,2
2021-01-09,13130.4285714286,178.857142857143,864.285714285714,8799800,2
2021-01-10,12308.1428571429,186.857142857143,845.571428571429,8799800,2
2021-01-11,11478.4285714286,189.571428571429,840.571428571429,8799800,2
2021-01-12,10790.7142857143,192.571428571429,835.142857142857,8799800,2
2021-01-13,10165.7142857143,198.857142857143,810.428571428571,8799800,2
2021-01-14,9709.28571428571,201.857142857143,802.285714285714,8799800,2
2021-01-15,9370.28571428571,202,781.857142857143,8799800,2
